,DateCourse,Numéro -Voit_sched,sched_start,sched_end,Type,CodeLong,Ligne,Category,sched_start_ts,actual_exit_ts,Numéro -Voit_actual,TypeSens
170,2025-04-01,37 - 24,1900-01-01 11:57:40,1900-01-01 12:17:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 11:57:40,2025-04-01 11:57:00,31 - 24,0.0
763,2025-04-01,48 - 2,1900-01-01 12:02:20,1900-01-01 12:17:40,Régulier,CRCO05,47,ODIER,2025-04-01 12:02:20,2025-04-01 12:02:00,47 - 2,0.0
532,2025-04-01,32 - 6,1900-01-01 12:05:00,1900-01-01 12:31:40,Régulier,PRSM05,37,Genève-Tours,2025-04-01 12:05:00,2025-04-01 12:05:00,37 - 6,0.0
1920,2025-04-01,L - 7,1900-01-01 12:05:00,1900-01-01 12:22:00,Régulier,SYGA00,70,ODIER,2025-04-01 12:05:00,2025-04-01 12:05:00,70 - 7,0.0
492,2025-04-01,32 - 4,1900-01-01 12:11:00,1900-01-01 12:39:20,Régulier,LULI00,37,Genève-Tours,2025-04-01 12:11:00,2025-04-01 12:11:00,37 - 4,0.0
344,2025-04-01,32 - 5,1900-01-01 12:16:40,1900-01-01 12:42:00,Régulier,PMAR01,33,Genève-Tours,2025-04-01 12:16:40,2025-04-01 12:16:00,33 - 5,0.0
213,2025-04-01,32 - 1,1900-01-01 12:18:00,1900-01-01 12:39:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 12:18:00,2025-04-01 12:18:00,31 - 1,0.0
813,2025-04-01,48 - 8,1900-01-01 12:22:40,1900-01-01 12:36:40,Régulier,LULY00,47,ODIER,2025-04-01 12:22:40,2025-04-01 12:22:00,47 - 8,0.0
764,2025-04-01,48 - 1,1900-01-01 12:25:00,1900-01-01 12:40:00,Régulier,CRCO05,47,ODIER,2025-04-01 12:25:00,2025-04-01 12:25:00,47 - 1,0.0
1921,2025-04-01,L - 3,1900-01-01 12:35:00,1900-01-01 12:52:00,Régulier,SYGA00,70,ODIER,2025-04-01 12:35:00,2025-04-01 12:35:00,70 - 3,0.0
1881,2025-04-01,L - 1,1900-01-01 12:36:00,1900-01-01 12:55:00,Régulier,CRCO05,70,ODIER,2025-04-01 12:36:00,2025-04-01 12:36:00,70 - 1,0.0
346,2025-04-01,32 - 1,1900-01-01 12:39:40,1900-01-01 13:05:00,Régulier,PMAR01,33,Genève-Tours,2025-04-01 12:39:40,2025-04-01 12:39:00,33 - 1,0.0
493,2025-04-01,32 - 6,1900-01-01 12:41:00,1900-01-01 13:09:40,Régulier,LULI00,37,Genève-Tours,2025-04-01 12:41:00,2025-04-01 12:41:00,37 - 6,0.0
765,2025-04-01,48 - 7,1900-01-01 12:42:40,1900-01-01 12:57:20,Régulier,CRCO05,47,ODIER,2025-04-01 12:42:40,2025-04-01 12:42:00,47 - 7,0.0
814,2025-04-01,48 - 9,1900-01-01 12:45:00,1900-01-01 12:59:00,Régulier,LULY00,47,ODIER,2025-04-01 12:45:00,2025-04-01 12:45:00,47 - 9,0.0
1032,2025-04-01,55 - 23,1900-01-01 12:46:00,1900-01-01 12:53:40,Régulier,BOSY00,52,ODIER,2025-04-01 12:46:00,2025-04-01 12:46:00,52 - 23,0.0
214,2025-04-01,33 - 19,1900-01-01 12:49:40,1900-01-01 13:11:00,Régulier,PRSM00,31,Genève-Tours,2025-04-01 12:49:40,2025-04-01 12:49:00,31 - 19,0.0
171,2025-04-01,33 - 18,1900-01-01 13:00:40,1900-01-01 13:20:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 13:00:40,2025-04-01 13:00:00,31 - 18,0.0
347,2025-04-01,Az - 35,1900-01-01 13:01:00,1900-01-01 13:26:20,Régulier,PMAR01,33,Genève-Tours,2025-04-01 13:01:00,2025-04-01 13:01:00,33 - 35,0.0
389,2025-04-01,32 - 5,1900-01-01 13:01:40,1900-01-01 13:27:40,Régulier,RIVE04,33,Genève-Tours,2025-04-01 13:01:40,2025-04-01 13:01:00,33 - 5,0.0
815,2025-04-01,48 - 7,1900-01-01 13:02:40,1900-01-01 13:16:40,Régulier,LULY00,47,ODIER,2025-04-01 13:02:40,2025-04-01 13:02:00,47 - 7,0.0
270,2025-04-01,C3 - 54,1900-01-01 13:03:00,1900-01-01 13:28:00,Régulier,MONN00,32,Genève-Tours,2025-04-01 13:03:00,2025-04-01 13:03:00,32 - 54,0.0
766,2025-04-01,48 - 3,1900-01-01 13:03:40,1900-01-01 13:18:20,Régulier,CRCO05,47,ODIER,2025-04-01 13:03:40,2025-04-01 13:03:00,47 - 3,0.0
534,2025-04-01,32 - 9,1900-01-01 13:05:00,1900-01-01 13:31:20,Régulier,PRSM05,37,Genève-Tours,2025-04-01 13:05:00,2025-04-01 13:05:00,37 - 9,0.0
1882,2025-04-01,L - 6,1900-01-01 13:06:00,1900-01-01 13:25:00,Régulier,CRCO05,70,ODIER,2025-04-01 13:06:00,2025-04-01 13:06:00,70 - 6,0.0
1922,2025-04-01,L - 8,1900-01-01 13:10:00,1900-01-01 13:27:40,Régulier,SYGA00,70,ODIER,2025-04-01 13:10:00,2025-04-01 13:10:00,70 - 8,0.0
303,2025-04-01,37 - 30,1900-01-01 13:15:00,1900-01-01 13:49:20,Régulier,PRSM00,32,Genève-Tours,2025-04-01 13:15:00,2025-04-01 13:15:00,32 - 30,0.0
816,2025-04-01,48 - 3,1900-01-01 13:23:40,1900-01-01 13:37:40,Régulier,LULY00,47,ODIER,2025-04-01 13:23:40,2025-04-01 13:23:00,47 - 3,0.0
172,2025-04-01,32 - 5,1900-01-01 13:28:40,1900-01-01 13:48:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 13:28:40,2025-04-01 13:28:00,31 - 5,0.0
767,2025-04-01,48 - 8,1900-01-01 13:31:40,1900-01-01 13:46:20,Régulier,CRCO05,47,ODIER,2025-04-01 13:31:40,2025-04-01 13:31:00,47 - 8,0.0
535,2025-04-01,32 - 6,1900-01-01 13:35:00,1900-01-01 14:01:20,Régulier,PRSM05,37,Genève-Tours,2025-04-01 13:35:00,2025-04-01 13:35:00,37 - 6,0.0
1923,2025-04-01,L - 9,1900-01-01 13:35:00,1900-01-01 13:52:40,Régulier,SYGA00,70,ODIER,2025-04-01 13:35:00,2025-04-01 13:35:00,70 - 9,0.0
1883,2025-04-01,L - 7,1900-01-01 13:37:00,1900-01-01 13:55:20,Régulier,CRCO05,70,ODIER,2025-04-01 13:37:00,2025-04-01 13:37:00,70 - 7,0.0
495,2025-04-01,32 - 9,1900-01-01 13:40:00,1900-01-01 14:09:00,Régulier,LULI00,37,Genève-Tours,2025-04-01 13:40:00,2025-04-01 13:40:00,37 - 9,0.0
304,2025-04-01,37 - 24,1900-01-01 13:46:00,1900-01-01 14:16:20,Régulier,PRSM00,32,Genève-Tours,2025-04-01 13:46:00,2025-04-01 13:46:00,32 - 24,0.0
719,2025-04-01,C9 - 42,1900-01-01 13:50:40,1900-01-01 14:27:40,Régulier,TCAR01,41,ODIER,2025-04-01 13:50:40,2025-04-01 13:50:00,41 - 42,0.0
768,2025-04-01,48 - 9,1900-01-01 13:52:40,1900-01-01 14:07:20,Régulier,CRCO05,47,ODIER,2025-04-01 13:52:40,2025-04-01 13:52:00,47 - 9,0.0
215,2025-04-01,33 - 18,1900-01-01 13:54:00,1900-01-01 14:15:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 13:54:00,2025-04-01 13:54:00,31 - 18,0.0
271,2025-04-01,37 - 30,1900-01-01 13:54:00,1900-01-01 14:29:00,Régulier,MONN00,32,Genève-Tours,2025-04-01 13:54:00,2025-04-01 13:54:00,32 - 30,0.0
173,2025-04-01,33 - 20,1900-01-01 13:58:40,1900-01-01 14:18:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 13:58:40,2025-04-01 13:58:00,31 - 20,0.0
536,2025-04-01,32 - 4,1900-01-01 14:05:00,1900-01-01 14:31:20,Régulier,PRSM05,37,Genève-Tours,2025-04-01 14:05:00,2025-04-01 14:05:00,37 - 4,0.0
1924,2025-04-01,L - 7,1900-01-01 14:05:00,1900-01-01 14:22:00,Régulier,SYGA00,70,ODIER,2025-04-01 14:05:00,2025-04-01 14:05:00,70 - 7,0.0
1884,2025-04-01,L - 3,1900-01-01 14:07:00,1900-01-01 14:25:20,Régulier,CRCO05,70,ODIER,2025-04-01 14:07:00,2025-04-01 14:07:00,70 - 3,0.0
496,2025-04-01,32 - 6,1900-01-01 14:10:00,1900-01-01 14:39:00,Régulier,LULI00,37,Genève-Tours,2025-04-01 14:10:00,2025-04-01 14:10:00,37 - 6,0.0
769,2025-04-01,48 - 7,1900-01-01 14:13:40,1900-01-01 14:28:20,Régulier,CRCO05,47,ODIER,2025-04-01 14:13:40,2025-04-01 14:13:00,47 - 7,0.0
720,2025-04-01,C9 - 43,1900-01-01 14:19:40,1900-01-01 14:57:20,Régulier,TCAR01,41,ODIER,2025-04-01 14:19:40,2025-04-01 14:19:00,41 - 43,0.0
817,2025-04-01,48 - 9,1900-01-01 14:20:40,1900-01-01 14:34:40,Régulier,LULY00,47,ODIER,2025-04-01 14:20:40,2025-04-01 14:20:00,47 - 9,0.0
216,2025-04-01,33 - 21,1900-01-01 14:24:40,1900-01-01 14:46:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 14:24:40,2025-04-01 14:24:00,31 - 21,0.0
174,2025-04-01,33 - 19,1900-01-01 14:28:40,1900-01-01 14:49:00,Régulier,PMAR00,31,Genève-Tours,2025-04-01 14:28:40,2025-04-01 14:28:00,31 - 19,0.0
245,2025-04-01,37 - 24,1900-01-01 14:29:00,1900-01-01 14:59:40,Régulier,JUMR01,32,Genève-Tours,2025-04-01 14:29:00,2025-04-01 14:29:00,32 - 24,0.0
1925,2025-04-01,L - 10,1900-01-01 14:35:00,1900-01-01 14:52:00,Régulier,SYGA00,70,ODIER,2025-04-01 14:35:00,2025-04-01 14:35:00,70 - 10,0.0
770,2025-04-01,48 - 3,1900-01-01 14:36:40,1900-01-01 14:51:20,Régulier,CRCO05,47,ODIER,2025-04-01 14:36:40,2025-04-01 14:36:00,47 - 3,0.0
1885,2025-04-01,L - 8,1900-01-01 14:37:00,1900-01-01 14:55:20,Régulier,CRCO05,70,ODIER,2025-04-01 14:37:00,2025-04-01 14:37:00,70 - 8,0.0
497,2025-04-01,32 - 4,1900-01-01 14:40:00,1900-01-01 15:08:20,Régulier,LULI00,37,Genève-Tours,2025-04-01 14:40:00,2025-04-01 14:40:00,37 - 4,0.0
670,2025-04-01,C9 - 42,1900-01-01 14:40:20,1900-01-01 15:20:40,Régulier,FAVR99,41,ODIER,2025-04-01 14:40:20,2025-04-01 14:40:00,41 - 42,0.0
818,2025-04-01,48 - 10,1900-01-01 14:49:00,1900-01-01 15:03:00,Régulier,LULY00,47,ODIER,2025-04-01 14:49:00,2025-04-01 14:49:00,47 - 10,0.0
217,2025-04-01,33 - 20,1900-01-01 14:54:00,1900-01-01 15:15:40,Régulier,PRSM00,31,Genève-Tours,2025-04-01 14:54:00,2025-04-01 14:54:00,31 - 20,0.0
771,2025-04-01,48 - 8,1900-01-01 14:59:20,1900-01-01 15:14:00,Régulier,CRCO05,47,ODIER,2025-04-01 14:59:20,2025-04-01 14:59:00,47 - 8,0.0
1926,2025-04-01,L - 8,1900-01-01 15:05:00,1900-01-01 15:22:20,Régulier,SYGA00,70,ODIER,2025-04-01 15:05:00,2025-04-01 15:05:00,70 - 8,0.0
1886,2025-04-01,L - 9,1900-01-01 15:06:00,1900-01-01 15:25:00,Régulier,CRCO05,70,ODIER,2025-04-01 15:06:00,2025-04-01 15:06:00,70 - 9,0.0
671,2025-04-01,C9 - 43,1900-01-01 15:11:00,1900-01-01 15:52:00,Régulier,FAVR99,41,ODIER,2025-04-01 15:11:00,2025-04-01 15:11:00,41 - 43,0.0
218,2025-04-01,33 - 19,1900-01-01 15:22:40,1900-01-01 15:45:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 15:22:40,2025-04-01 15:22:00,31 - 19,0.0
819,2025-04-01,48 - 8,1900-01-01 15:23:40,1900-01-01 15:37:40,Régulier,LULY00,47,ODIER,2025-04-01 15:23:40,2025-04-01 15:23:00,47 - 8,0.0
175,2025-04-01,33 - 18,1900-01-01 15:28:40,1900-01-01 15:50:00,Régulier,PMAR00,31,Genève-Tours,2025-04-01 15:28:40,2025-04-01 15:28:00,31 - 18,0.0
772,2025-04-01,48 - 9,1900-01-01 15:28:40,1900-01-01 15:44:00,Régulier,CRCO05,47,ODIER,2025-04-01 15:28:40,2025-04-01 15:28:00,47 - 9,0.0
1927,2025-04-01,L - 9,1900-01-01 15:35:00,1900-01-01 15:52:20,Régulier,SYGA00,70,ODIER,2025-04-01 15:35:00,2025-04-01 15:35:00,70 - 9,0.0
1887,2025-04-01,L - 7,1900-01-01 15:36:00,1900-01-01 15:55:00,Régulier,CRCO05,70,ODIER,2025-04-01 15:36:00,2025-04-01 15:36:00,70 - 7,0.0
2700,2025-04-01,38 - 56,1900-01-01 15:40:00,1900-01-01 16:07:00,Régulier,PBAL01,C5,Genève-Tours,2025-04-01 15:40:00,2025-04-01 15:40:00,C5 - 56,0.0
820,2025-04-01,48 - 9,1900-01-01 15:49:00,1900-01-01 16:03:00,Régulier,LULY00,47,ODIER,2025-04-01 15:49:00,2025-04-01 15:49:00,47 - 9,0.0
219,2025-04-01,37 - 33,1900-01-01 15:49:40,1900-01-01 16:13:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 15:49:40,2025-04-01 15:49:00,31 - 33,0.0
773,2025-04-01,48 - 10,1900-01-01 15:58:20,1900-01-01 16:14:00,Régulier,CRCO05,47,ODIER,2025-04-01 15:58:20,2025-04-01 15:58:00,47 - 10,0.0
176,2025-04-01,33 - 21,1900-01-01 15:59:40,1900-01-01 16:21:20,Régulier,PMAR00,31,Genève-Tours,2025-04-01 15:59:40,2025-04-01 15:59:00,31 - 21,0.0
1537,2025-04-01,60 - 38,1900-01-01 16:00:40,1900-01-01 16:49:00,Régulier,GXAI01,61,Rdta,2025-04-01 16:00:40,2025-04-01 16:00:00,61 - 38,0.0
220,2025-04-01,33 - 18,1900-01-01 16:04:40,1900-01-01 16:28:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 16:04:40,2025-04-01 16:04:00,31 - 18,0.0
821,2025-04-01,48 - 12,1900-01-01 16:05:00,1900-01-01 16:19:20,Régulier,LULY00,47,ODIER,2025-04-01 16:05:00,2025-04-01 16:05:00,47 - 12,0.0
1928,2025-04-01,L - 7,1900-01-01 16:05:00,1900-01-01 16:24:20,Régulier,SYGA00,70,ODIER,2025-04-01 16:05:00,2025-04-01 16:05:00,70 - 7,0.0
774,2025-04-01,48 - 13,1900-01-01 16:11:00,1900-01-01 16:27:00,Régulier,CRCO05,47,ODIER,2025-04-01 16:11:00,2025-04-01 16:11:00,47 - 13,0.0
1521,2025-04-01,60 - 35,1900-01-01 16:11:00,1900-01-01 17:00:00,Régulier,CVIN03,61,Rdta,2025-04-01 16:11:00,2025-04-01 16:11:00,61 - 35,0.0
353,2025-04-01,37 - 33,1900-01-01 16:13:40,1900-01-01 16:39:40,Régulier,PMAR01,33,Genève-Tours,2025-04-01 16:13:40,2025-04-01 16:13:00,33 - 33,0.0
177,2025-04-01,33 - 20,1900-01-01 16:15:40,1900-01-01 16:38:20,Régulier,PMAR00,31,Genève-Tours,2025-04-01 16:15:40,2025-04-01 16:15:00,31 - 20,0.0
396,2025-04-01,38 - 55,1900-01-01 16:16:00,1900-01-01 16:44:20,Régulier,RIVE04,33,Genève-Tours,2025-04-01 16:16:00,2025-04-01 16:16:00,33 - 55,0.0
310,2025-04-01,37 - 24,1900-01-01 16:16:20,1900-01-01 16:48:20,Régulier,PRSM00,32,Genève-Tours,2025-04-01 16:16:20,2025-04-01 16:16:00,32 - 24,0.0
221,2025-04-01,33 - 23,1900-01-01 16:19:00,1900-01-01 16:42:40,Régulier,PRSM00,31,Genève-Tours,2025-04-01 16:19:00,2025-04-01 16:19:00,31 - 23,0.0
822,2025-04-01,48 - 10,1900-01-01 16:19:00,1900-01-01 16:34:00,Régulier,LULY00,47,ODIER,2025-04-01 16:19:00,2025-04-01 16:19:00,47 - 10,0.0
1929,2025-04-01,L - 12,1900-01-01 16:20:00,1900-01-01 16:39:20,Régulier,SYGA00,70,ODIER,2025-04-01 16:20:00,2025-04-01 16:20:00,70 - 12,0.0
1888,2025-04-01,L - 11,1900-01-01 16:25:00,1900-01-01 16:44:40,Régulier,CRCO05,70,ODIER,2025-04-01 16:25:00,2025-04-01 16:25:00,70 - 11,0.0
775,2025-04-01,48 - 11,1900-01-01 16:27:00,1900-01-01 16:43:00,Régulier,CRCO05,47,ODIER,2025-04-01 16:27:00,2025-04-01 16:27:00,47 - 11,0.0
178,2025-04-01,33 - 22,1900-01-01 16:29:40,1900-01-01 16:52:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 16:29:40,2025-04-01 16:29:00,31 - 22,0.0
1538,2025-04-01,60 - 31,1900-01-01 16:30:00,1900-01-01 17:19:00,Régulier,GXAI01,61,Rdta,2025-04-01 16:30:00,2025-04-01 16:30:00,61 - 31,0.0
823,2025-04-01,48 - 13,1900-01-01 16:33:00,1900-01-01 16:48:00,Régulier,LULY00,47,ODIER,2025-04-01 16:33:00,2025-04-01 16:33:00,47 - 13,0.0
222,2025-04-01,33 - 21,1900-01-01 16:34:40,1900-01-01 16:58:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 16:34:40,2025-04-01 16:34:00,31 - 21,0.0
1889,2025-04-01,L - 8,1900-01-01 16:35:00,1900-01-01 16:54:40,Régulier,CRCO05,70,ODIER,2025-04-01 16:35:00,2025-04-01 16:35:00,70 - 8,0.0
1930,2025-04-01,L - 10,1900-01-01 16:35:00,1900-01-01 16:54:20,Régulier,SYGA00,70,ODIER,2025-04-01 16:35:00,2025-04-01 16:35:00,70 - 10,0.0
776,2025-04-01,48 - 8,1900-01-01 16:42:20,1900-01-01 16:58:20,Régulier,CRCO05,47,ODIER,2025-04-01 16:42:20,2025-04-01 16:42:00,47 - 8,0.0
179,2025-04-01,38 - 55,1900-01-01 16:44:40,1900-01-01 17:07:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 16:44:40,2025-04-01 16:44:00,31 - 55,0.0
398,2025-04-01,37 - 33,1900-01-01 16:46:40,1900-01-01 17:15:20,Régulier,RIVE04,33,Genève-Tours,2025-04-01 16:46:40,2025-04-01 16:46:00,33 - 33,0.0
824,2025-04-01,48 - 11,1900-01-01 16:48:00,1900-01-01 17:03:00,Régulier,LULY00,47,ODIER,2025-04-01 16:48:00,2025-04-01 16:48:00,47 - 11,0.0
1522,2025-04-01,60 - 27,1900-01-01 16:48:00,1900-01-01 17:38:00,Régulier,CVIN03,61,Rdta,2025-04-01 16:48:00,2025-04-01 16:48:00,61 - 27,0.0
223,2025-04-01,33 - 20,1900-01-01 16:49:40,1900-01-01 17:13:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 16:49:40,2025-04-01 16:49:00,31 - 20,0.0
1890,2025-04-01,L - 12,1900-01-01 16:50:00,1900-01-01 17:09:40,Régulier,CRCO05,70,ODIER,2025-04-01 16:50:00,2025-04-01 16:50:00,70 - 12,0.0
1931,2025-04-01,L - 11,1900-01-01 16:52:00,1900-01-01 17:11:40,Régulier,SYGA00,70,ODIER,2025-04-01 16:52:00,2025-04-01 16:52:00,70 - 11,0.0
2701,2025-04-01,39 - 3,1900-01-01 16:53:00,1900-01-01 17:20:40,Régulier,PBAL01,C5,Genève-Tours,2025-04-01 16:53:00,2025-04-01 16:53:00,C5 - 3,0.0
777,2025-04-01,48 - 9,1900-01-01 17:01:00,1900-01-01 17:17:00,Régulier,CRCO05,47,ODIER,2025-04-01 17:01:00,2025-04-01 17:01:00,47 - 9,0.0
825,2025-04-01,48 - 8,1900-01-01 17:04:00,1900-01-01 17:19:00,Régulier,LULY00,47,ODIER,2025-04-01 17:04:00,2025-04-01 17:04:00,47 - 8,0.0
224,2025-04-01,33 - 22,1900-01-01 17:04:40,1900-01-01 17:28:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 17:04:40,2025-04-01 17:04:00,31 - 22,0.0
1891,2025-04-01,L - 9,1900-01-01 17:05:00,1900-01-01 17:24:40,Régulier,CRCO05,70,ODIER,2025-04-01 17:05:00,2025-04-01 17:05:00,70 - 9,0.0
1932,2025-04-01,L - 8,1900-01-01 17:05:00,1900-01-01 17:25:20,Régulier,SYGA00,70,ODIER,2025-04-01 17:05:00,2025-04-01 17:05:00,70 - 8,0.0
248,2025-04-01,37 - 24,1900-01-01 17:05:40,1900-01-01 17:39:40,Régulier,JUMR01,32,Genève-Tours,2025-04-01 17:05:40,2025-04-01 17:05:00,32 - 24,0.0
2719,2025-04-01,L - 33,1900-01-01 17:15:00,1900-01-01 17:35:40,Régulier,BAUD04,C9,ODIER,2025-04-01 17:15:00,2025-04-01 17:15:00,C9 - 33,0.0
180,2025-04-01,37 - 33,1900-01-01 17:15:40,1900-01-01 17:38:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 17:15:40,2025-04-01 17:15:00,31 - 33,0.0
778,2025-04-01,48 - 12,1900-01-01 17:17:00,1900-01-01 17:33:00,Régulier,CRCO05,47,ODIER,2025-04-01 17:17:00,2025-04-01 17:17:00,47 - 12,0.0
225,2025-04-01,38 - 55,1900-01-01 17:19:40,1900-01-01 17:43:20,Régulier,PRSM00,31,Genève-Tours,2025-04-01 17:19:40,2025-04-01 17:19:00,31 - 55,0.0
1933,2025-04-01,L - 12,1900-01-01 17:20:00,1900-01-01 17:40:20,Régulier,SYGA00,70,ODIER,2025-04-01 17:20:00,2025-04-01 17:20:00,70 - 12,0.0
826,2025-04-01,48 - 9,1900-01-01 17:22:00,1900-01-01 17:37:00,Régulier,LULY00,47,ODIER,2025-04-01 17:22:00,2025-04-01 17:22:00,47 - 9,0.0
1523,2025-04-01,60 - 31,1900-01-01 17:31:00,1900-01-01 18:21:00,Régulier,CVIN03,61,Rdta,2025-04-01 17:31:00,2025-04-01 17:31:00,61 - 31,0.0
181,2025-04-01,33 - 18,1900-01-01 17:31:40,1900-01-01 17:54:40,Régulier,PMAR00,31,Genève-Tours,2025-04-01 17:31:40,2025-04-01 17:31:00,31 - 18,0.0
1934,2025-04-01,L - 9,1900-01-01 17:35:00,1900-01-01 17:55:20,Régulier,SYGA00,70,ODIER,2025-04-01 17:35:00,2025-04-01 17:35:00,70 - 9,0.0
1892,2025-04-01,L - 7,1900-01-01 17:36:00,1900-01-01 17:55:00,Régulier,CRCO05,70,ODIER,2025-04-01 17:36:00,2025-04-01 17:36:00,70 - 7,0.0
827,2025-04-01,48 - 12,1900-01-01 17:38:00,1900-01-01 17:53:00,Régulier,LULY00,47,ODIER,2025-04-01 17:38:00,2025-04-01 17:38:00,47 - 12,0.0
1539,2025-04-01,60 - 45,1900-01-01 17:39:20,1900-01-01 18:27:20,Régulier,GXAI01,61,Rdta,2025-04-01 17:39:20,2025-04-01 17:39:00,61 - 45,0.0
359,2025-04-01,38 - 55,1900-01-01 17:43:40,1900-01-01 18:09:20,Régulier,PMAR01,33,Genève-Tours,2025-04-01 17:43:40,2025-04-01 17:43:00,33 - 55,0.0
316,2025-04-01,37 - 24,1900-01-01 17:45:00,1900-01-01 18:17:40,Régulier,PRSM00,32,Genève-Tours,2025-04-01 17:45:00,2025-04-01 17:45:00,32 - 24,0.0
182,2025-04-01,33 - 23,1900-01-01 17:46:40,1900-01-01 18:08:00,Régulier,PMAR00,31,Genève-Tours,2025-04-01 17:46:40,2025-04-01 17:46:00,31 - 23,0.0
779,2025-04-01,48 - 13,1900-01-01 17:47:00,1900-01-01 18:03:00,Régulier,CRCO05,47,ODIER,2025-04-01 17:47:00,2025-04-01 17:47:00,47 - 13,0.0
226,2025-04-01,37 - 33,1900-01-01 17:49:40,1900-01-01 18:13:00,Régulier,PRSM00,31,Genève-Tours,2025-04-01 17:49:40,2025-04-01 17:49:00,31 - 33,0.0
1935,2025-04-01,L - 11,1900-01-01 17:50:00,1900-01-01 18:09:40,Régulier,SYGA00,70,ODIER,2025-04-01 17:50:00,2025-04-01 17:50:00,70 - 11,0.0
828,2025-04-01,48 - 10,1900-01-01 17:53:00,1900-01-01 18:07:40,Régulier,LULY00,47,ODIER,2025-04-01 17:53:00,2025-04-01 17:53:00,47 - 10,0.0
360,2025-04-01,33 - 19,1900-01-01 17:58:40,1900-01-01 18:24:40,Régulier,PMAR01,33,Genève-Tours,2025-04-01 17:58:40,2025-04-01 17:59:00,33 - 2,0.0
1524,2025-04-01,60 - 43,1900-01-01 18:00:40,1900-01-01 18:50:40,Régulier,CVIN03,61,Rdta,2025-04-01 18:00:40,2025-04-01 18:00:00,61 - 43,0.0
183,2025-04-01,33 - 21,1900-01-01 18:01:40,1900-01-01 18:22:00,Régulier,PMAR00,31,Genève-Tours,2025-04-01 18:01:40,2025-04-01 18:01:00,31 - 21,0.0
780,2025-04-01,48 - 11,1900-01-01 18:02:00,1900-01-01 18:18:00,Régulier,CRCO05,47,ODIER,2025-04-01 18:02:00,2025-04-01 18:02:00,47 - 11,0.0
227,2025-04-01,33 - 18,1900-01-01 18:04:40,1900-01-01 18:27:40,Régulier,PRSM00,31,Genève-Tours,2025-04-01 18:04:40,2025-04-01 18:04:00,31 - 18,0.0
1936,2025-04-01,L - 7,1900-01-01 18:05:00,1900-01-01 18:22:20,Régulier,SYGA00,70,ODIER,2025-04-01 18:05:00,2025-04-01 18:05:00,70 - 7,0.0
1893,2025-04-01,L - 10,1900-01-01 18:06:00,1900-01-01 18:25:00,Régulier,CRCO05,70,ODIER,2025-04-01 18:06:00,2025-04-01 18:06:00,70 - 10,0.0
1464,2025-04-01,61 - 55,1900-01-01 18:07:20,1900-01-01 18:34:20,Régulier,FEMA00,60,Rdta,2025-04-01 18:07:20,2025-04-01 18:07:00,60 - 55,0.0
829,2025-04-01,48 - 13,1900-01-01 18:08:00,1900-01-01 18:22:20,Régulier,LULY00,47,ODIER,2025-04-01 18:08:00,2025-04-01 18:08:00,47 - 13,0.0
361,2025-04-01,37 - 33,1900-01-01 18:13:40,1900-01-01 18:39:40,Régulier,PMAR01,33,Genève-Tours,2025-04-01 18:13:40,2025-04-01 18:13:00,33 - 33,0.0
184,2025-04-01,33 - 20,1900-01-01 18:16:20,1900-01-01 18:36:00,Régulier,PMAR00,31,Genève-Tours,2025-04-01 18:16:20,2025-04-01 18:16:00,31 - 20,0.0
404,2025-04-01,38 - 55,1900-01-01 18:16:40,1900-01-01 18:45:40,Régulier,RIVE04,33,Genève-Tours,2025-04-01 18:16:40,2025-04-01 18:16:00,33 - 55,0.0
781,2025-04-01,48 - 8,1900-01-01 18:17:00,1900-01-01 18:33:00,Régulier,CRCO05,47,ODIER,2025-04-01 18:17:00,2025-04-01 18:17:00,47 - 8,0.0
1937,2025-04-01,L - 12,1900-01-01 18:20:00,1900-01-01 18:37:20,Régulier,SYGA00,70,ODIER,2025-04-01 18:20:00,2025-04-01 18:20:00,70 - 12,0.0
228,2025-04-01,33 - 23,1900-01-01 18:20:40,1900-01-01 18:43:40,Régulier,PRSM00,31,Genève-Tours,2025-04-01 18:20:40,2025-04-01 18:20:00,31 - 23,0.0
1540,2025-04-01,60 - 39,1900-01-01 18:22:00,1900-01-01 19:07:20,Régulier,GXAI01,61,Rdta,2025-04-01 18:22:00,2025-04-01 18:22:00,61 - 39,0.0
1894,2025-04-01,L - 11,1900-01-01 18:22:00,1900-01-01 18:40:20,Régulier,CRCO05,70,ODIER,2025-04-01 18:22:00,2025-04-01 18:22:00,70 - 11,0.0
